author,date,push,title,url
chopinmozart,10/20,5,[問卦] 吃筍吃到憂鬱症,/bbs/Gossiping/M.1666263611.A.598.html
vi000246,10/20,2,[問卦] 到底誰會選被桶肛門,/bbs/Gossiping/M.1666263781.A.3F7.html
YesNoter,10/20,6,[問卦] 老婆會做飯 鄉民羨慕嗎？,/bbs/Gossiping/M.1666263831.A.7AC.html
vwwv,10/20,8,[新聞] 「開腸手」拜會「死の外科醫」！苗栗議,/bbs/Gossiping/M.1666261406.A.A8F.html
rich22084,10/20,6,[問卦] 女權分子怎沒靠北臺灣的教育政策,/bbs/Gossiping/M.1666261460.A.CEF.html
yasionl,10/20,18,[問卦] 現在吃魚也太貴了吧！,/bbs/Gossiping/M.1666261515.A.509.html
Arim,10/20,13,[問卦] 水煙是不是屌打一點絕,/bbs/Gossiping/M.1666261533.A.403.html
teddy98,10/20,7,"[問卦] 想跟女生說，""要!我現在就要!""",/bbs/Gossiping/M.1666261603.A.24B.html
YU0121,10/20,8,[問卦] 紅油為何只適用在抄手？,/bbs/Gossiping/M.1666261716.A.D82.html
QQKKQKQK,10/20,4,Re: [問卦] 甲是不是更難找到伴侶？,/bbs/Gossiping/M.1666261776.A.45B.html
Tosca,10/20,3,Re: [問卦] 拉姆是最強我婆嗎,/bbs/Gossiping/M.1666261796.A.156.html
yoyodiy,10/20,8,[問卦] 現在當農民是不是很爽?,/bbs/Gossiping/M.1666261878.A.051.html
rdfs,10/20,1,Re: [問卦] 追垃圾車是追夠了沒?細類幹,/bbs/Gossiping/M.1666261920.A.747.html
likeshit,10/20,47,[問卦] 跟女生曖昧的下一步是什麼？,/bbs/Gossiping/M.1666262127.A.7F1.html
black1x2y3z,10/20,9,Re: [新聞] 高端未獲WHO認證 王必勝：俄羅斯的也還,/bbs/Gossiping/M.1666262184.A.C75.html
wurara22,10/20,11,[問卦] 出現吸貓戒斷症狀怎麼辦QQ,/bbs/Gossiping/M.1666262235.A.AB0.html
zxcv157,10/20,2,Re: [問卦] 重力加速度能不能超越光速？,/bbs/Gossiping/M.1666262307.A.4CB.html
jeff17,10/20,18,Re: [新聞] 三立民調／陳時中支持度28.8%超車成第一,/bbs/Gossiping/M.1666262560.A.7FB.html
tg9456,10/20,1,[問卦] 喝冰的喉嚨會叫,/bbs/Gossiping/M.1666262650.A.FF0.html
benjy0218,10/20,9,[問卦] 喜劇演員龍龍現在在幹嘛？,/bbs/Gossiping/M.1666262708.A.91E.html
ilovecat5566,10/20,4,[問卦] 中華電有機會等到90元嗎？0.0,/bbs/Gossiping/M.1666260200.A.395.html
mucorn,10/20,4,[問卦] 警消都會先寫遺書嗎？,/bbs/Gossiping/M.1666260212.A.77B.html
VVizZ,10/20,6,Re: [新聞] 黑白配質疑 柯文哲會鍾東錦強調分享經驗,/bbs/Gossiping/M.1666260226.A.984.html
ALoMi,10/20,9,[問卦] 追垃圾車是追夠了沒?細類幹,/bbs/Gossiping/M.1666260227.A.265.html
aabbcc520,10/20,3,Re: [問卦] 帶自家垃圾去公司丟的人多嗎?,/bbs/Gossiping/M.1666260292.A.549.html
PPCYes,10/20,4,[爆卦] 基隆碇內部分區域停電,/bbs/Gossiping/M.1666260323.A.EA7.html
ThisisLongID,10/20,7,[問卦] 拉姆是最強我婆嗎,/bbs/Gossiping/M.1666260400.A.ABC.html
emuless,10/20,爆,[新聞] 高虹安被追打　柯P怒問：柯建銘在新竹有不可告人的事？,/bbs/Gossiping/M.1666260405.A.DA0.html
cefywo,10/20,7,[問卦] 萬一不小心跟兩個人交往怎麼辦,/bbs/Gossiping/M.1666260595.A.86F.html
BBQ2591,10/20,6,[問卦] XP就夠用了吧,/bbs/Gossiping/M.1666260599.A.B52.html
iamrw,10/20,1,Re: [新聞] 被問座車闖紅燈「您不在車上？」　陳時中,/bbs/Gossiping/M.1666260606.A.A0C.html
b33,10/20,22,[新聞] 法12歲少女離奇遇害！凶嫌將屍體「塞行李,/bbs/Gossiping/M.1666260881.A.F0C.html
sean3378,10/20,4,Re: [問卦] 明明前幾年領養代替購買還很潮 怎麼,/bbs/Gossiping/M.1666261010.A.C04.html
roger840410,10/20,2,[問卦] 到底是冰箱還是冰櫃？,/bbs/Gossiping/M.1666261037.A.D43.html
kawazakiz2,10/20,36,[新聞] 用家鄉話聊天有鬼？男請翻譯慘知越妻,/bbs/Gossiping/M.1666261077.A.A25.html
ncc5566,10/20,38,[問卦] 明日香在阿斯拉車隊的作用是啥??,/bbs/Gossiping/M.1666261210.A.D8A.html
david0426,10/20,8,[問卦] 當超商店員可以學到什麼,/bbs/Gossiping/M.1666261232.A.442.html
smallgigi,10/20,3,Re: [問卦] 我就問，共軍怎麼登陸,/bbs/Gossiping/M.1666259401.A.316.html
ip116,10/20,3,Re: [新聞] 十年奪台灣九邦交國 中共：敢鬥爭是中國,/bbs/Gossiping/M.1666259405.A.A45.html
ZzERICzZ,10/20,1,Re: [問卦] 澳洲工作 按摩推拿師 月薪80k,/bbs/Gossiping/M.1666259456.A.6B3.html
ianlin1216,10/20,2,[問卦] 女生每天叫我起床是什麼心態,/bbs/Gossiping/M.1666259470.A.E6D.html
werqq,10/20,1,Re: [問卦] 我就問，共軍怎麼登陸,/bbs/Gossiping/M.1666259471.A.EF8.html
cowardlyman,10/20,4,[問卦] 郭頂-水星記MV在演什麼？？,/bbs/Gossiping/M.1666259686.A.5B6.html
TOMMY75410,10/20,21,Re: [新聞] 三立民調／陳時中支持度28.8%超車成第一,/bbs/Gossiping/M.1666259710.A.A18.html
sunbysea,10/20,3,[新聞] 中共祕密備戰手法曝光 專家：台海戰爭或,/bbs/Gossiping/M.1666259789.A.81A.html
rindesu,10/20,5,Re: [問卦] 中國還要再清零多久？,/bbs/Gossiping/M.1666259849.A.B8D.html
iyayaiyaya,10/20,6,[問卦] 帶自家垃圾去公司丟的人多嗎?,/bbs/Gossiping/M.1666259869.A.62E.html
lulu1305174,10/20,5,Re: [問卦] 我就問，共軍怎麼登陸,/bbs/Gossiping/M.1666259886.A.5B2.html
earny,10/20,5,Re: [新聞] 林佳龍提恩恩案 就職市長第一天就成立調,/bbs/Gossiping/M.1666260023.A.0B1.html
neamen5566,10/20,2,[問卦] 有沒有3c達人都用什麼手機的八卦？,/bbs/Gossiping/M.1666260027.A.0BC.html
nmchen,10/20,2,Re: [問卦] 台灣電動車永遠無法取代汽油車吧!,/bbs/Gossiping/M.1666260031.A.D38.html
tth9955,10/20,32,[問卦] 收到過世三年的妻子的信怎麼辦？？,/bbs/Gossiping/M.1666260033.A.F13.html
dahanjian,10/20,15,[問卦] 有台北市今年槍擊很多的八卦?,/bbs/Gossiping/M.1666260062.A.82C.html
god46,10/20,2,[問卦] 刪除所有聯絡人可以確認誰是朋友嗎？,/bbs/Gossiping/M.1666260128.A.80A.html
rhu,10/20,1,[問卦] 等下龍象戰看好誰?,/bbs/Gossiping/M.1666260186.A.C16.html
liang691206,10/20,3,Re: [問卦] 北京話憑什麼稱為國語？,/bbs/Gossiping/M.1666257439.A.A0A.html
jk182325,10/20,爆,[新聞] 林耕仁碩論遭檢舉抄襲 中華大學調查出爐,/bbs/Gossiping/M.1666257701.A.0BA.html
digitalgidi,10/20,9,[問卦] 最頂的台語歌是哪首,/bbs/Gossiping/M.1666257778.A.612.html
facts,10/20,39,[問卦] 澳洲工作 按摩推拿師 月薪80k,/bbs/Gossiping/M.1666257813.A.F3D.html
smalltwo,10/20,80,Re: [新聞] 被爆違規兼職科智企業 高虹安稱：當時資,/bbs/Gossiping/M.1666257818.A.6F7.html
justice2008,10/20,67,[問卦] 金門的外來種 孔雀484無敵了,/bbs/Gossiping/M.1666258012.A.AFF.html
kabor,10/20,3,Re: [新聞] 林佳龍提恩恩案 就職市長第一天就成立調,/bbs/Gossiping/M.1666258240.A.3DF.html
CarBed,10/20,6,[問卦] 是死忠亂棄還是時鐘亂棄啊,/bbs/Gossiping/M.1666258303.A.676.html
justin21138,10/20,3,[問卦] 三國迷會喜歡三國鋼彈嗎？,/bbs/Gossiping/M.1666258439.A.C88.html
ThorFukt,10/20,90,[問卦] 鳴人爸媽的財產 被誰幹走了?,/bbs/Gossiping/M.1666258578.A.0C4.html
iamrw,10/20,6,[問卦] 會為了要出國補第三劑嗎？,/bbs/Gossiping/M.1666258587.A.9C0.html
ceramicfa,10/20,4,[問卦] 中山女中畢業會直接讀旁邊的北科嗎,/bbs/Gossiping/M.1666259127.A.0AF.html
BlowJob,10/20,4,[問卦] 大家去河堤牽車都多久啊？,/bbs/Gossiping/M.1666259130.A.2DA.html
KouChouChing,10/20,爆,[新聞] 黑白配質疑 柯文哲會鍾東錦強調分享經驗,/bbs/Gossiping/M.1666259161.A.ADF.html
iamrw,10/20,1,[問卦] 看到女生就害羞是加分還是扣分？,/bbs/Gossiping/M.1666259255.A.203.html
s110269,10/20,X1,[新聞] 51歲色大叔性侵小六男童 手機還藏3少年露,/bbs/Gossiping/M.1666259343.A.D2A.html
DsLove710,10/20,11,[問卦] 有什麼你以前覺得好笑但現在不好笑的事?,/bbs/Gossiping/M.1666256143.A.DA2.html
lulu1305174,10/20,8,[問卦] 覺青每天反中卻看陸劇買淘寶是什麼邏輯?,/bbs/Gossiping/M.1666256143.A.D6D.html
Kay731,10/20,2,[問卦] 我朋友使用者條款都沒在看就簽會怎樣嗎?,/bbs/Gossiping/M.1666256307.A.FA2.html
ncc5566,10/20,7,Re: [問卦] 看完台北女子是不是嫁豪門沒這麼好？,/bbs/Gossiping/M.1666256336.A.1F6.html
tklisstory,10/20,48,[新聞] 桃園女早餐店吃到一半 腹內女兒不等了探,/bbs/Gossiping/M.1666256412.A.A4D.html
hanson90244,10/20,9,[問卦] 為什麼AV帝王，村西前妻要偷情？,/bbs/Gossiping/M.1666256418.A.465.html
wfelix,10/20,9,Re: [新聞] 三立民調／陳時中支持度28.8%超車成第一,/bbs/Gossiping/M.1666256437.A.E5C.html
br06,10/20,29,[新聞] 黃珊珊、高虹安忙切割？鍾東錦會柯文哲,/bbs/Gossiping/M.1666256465.A.993.html
peter080808,10/20,36,[問卦] 中國還要再清零多久？,/bbs/Gossiping/M.1666256599.A.D50.html
nissan168,10/20,9,[問卦] 有沒有教授寫得暢銷書？,/bbs/Gossiping/M.1666256665.A.27A.html
youhow0418,10/20,X1,[新聞] 林佳龍提恩恩案 就職市長第一天就成立調,/bbs/Gossiping/M.1666256665.A.E26.html
girl55665566,10/20,20,[新聞] 大陸宣布成功分離「猴痘病毒」開始疫苗,/bbs/Gossiping/M.1666256688.A.E8C.html
gaiaesque,10/20,47,[問卦] 2022日本雜誌小姐 o'_'o,/bbs/Gossiping/M.1666256776.A.141.html
sivhd,10/20,21,[參選] sivhd 止兀體/超級喜歡體 專家 ,/bbs/Gossiping/M.1666256933.A.1A0.html
pennyleo,10/20,3,[問卦] 想請教 力克 胡哲，他那是遺傳病嗎,/bbs/Gossiping/M.1666256980.A.D00.html
george303,10/20,1,Re: [新聞] 被爆違規兼職科智企業 高虹安稱：當時資,/bbs/Gossiping/M.1666257204.A.598.html
poplc,10/20,28,[新聞] 公司水有尿味！她目睹清潔工「洗雞雞」 ,/bbs/Gossiping/M.1666257383.A.E7F.html
asdf1256,10/20,7,[新聞] 探槍擊案員警不怕被說「做秀？」 柯P：,/bbs/Gossiping/M.1666257386.A.B2F.html
zxc2331189,10/20,70,[新聞] 萬華警中彈畫面曝！想靠近觀察槍手動態…,/bbs/Gossiping/M.1666255268.A.942.html
joanzkow,10/20,爆,[新聞] 快訊／北市刑大遭搜索！查個資「供人使用,/bbs/Gossiping/M.1666255278.A.EA0.html
razghot1597,10/20,8,[問卦] 要拿什麼比美國空軍才會非常弱？,/bbs/Gossiping/M.1666255290.A.E13.html
hoyumi,10/20,16,[問卦] 是不是很少男生對財務部門女生有幻想？,/bbs/Gossiping/M.1666255331.A.B3E.html
HisVol,10/20,10,[問卦] 「通過」算是支語嗎？,/bbs/Gossiping/M.1666255444.A.43D.html
lianpig5566,10/20,4,[問卦] 量體溫是不是現在最過時的防疫措施,/bbs/Gossiping/M.1666255490.A.581.html
nk1110,10/20,8,[問卦] 正妹玩交友軟體是爽還是煩?,/bbs/Gossiping/M.1666255687.A.450.html
violetking,10/20,X1,[新聞] 高端戰士赴日去美都卡關　王必勝：有14,/bbs/Gossiping/M.1666255833.A.630.html
seand8088503,10/20,3,[問卦] 去日本吃過最頂或最特別的お通し是哪家？,/bbs/Gossiping/M.1666255861.A.18F.html
Glamsight,10/20,6,[新聞] 最長竟達418天！台東懶警15案逾期陳報 判,/bbs/Gossiping/M.1666255923.A.1BB.html
autokey,10/20,1,Re: [新聞] 快訊／北市刑大遭搜索！查個資「供人使用,/bbs/Gossiping/M.1666255953.A.313.html
thermo409,10/20,9,[問卦] 東京三天要怎麼排,/bbs/Gossiping/M.1666255966.A.201.html
andrewkuo,10/20,1,[新聞] 洪在廈誌士的遺骸時隔62年重新回到祖國,/bbs/Gossiping/M.1666255990.A.C1D.html
higamanami,10/20,27,[問卦] luxgen n7. 百萬內電動車你買嗎,/bbs/Gossiping/M.1666256020.A.54D.html
SSglamr,10/20,3,Re: [問卦]鄉民等紅燈時有遇過什麼奇葩事嗎？,/bbs/Gossiping/M.1666256021.A.409.html
pshuang,10/20,1,Re: [問卦] 我就問，共軍怎麼登陸,/bbs/Gossiping/M.1666256093.A.A1B.html
a91153456,10/20,13,[問卦] 什麼叫槍擊案發生是難免的？,/bbs/Gossiping/M.1666256102.A.89F.html
TCMango,10/20,7,[問卦] 「糸十」怎麼唸？,/bbs/Gossiping/M.1666253825.A.5AC.html
DuDu,10/20,50,[新聞] 與柯P同台被問黑道背景　鍾東錦不悅：我,/bbs/Gossiping/M.1666253923.A.813.html
ice80712,10/20,1,Re: [新聞] 與鍾東錦合體　柯文哲曝綠營計畫：好不容,/bbs/Gossiping/M.1666253925.A.D6D.html
HisVol,10/20,6,[問卦] 大醫院裡哪一科年輕人最難遇到？,/bbs/Gossiping/M.1666253999.A.339.html
oblivionion,10/20,7,[問卦] 台文派不爽臉書祖克柏的卦？,/bbs/Gossiping/M.1666254178.A.F6F.html
Allen0315,10/20,20,[問卦] 有沒有今天92例死亡沒人管的八卦???,/bbs/Gossiping/M.1666254216.A.D99.html
b777300,10/20,6,[問卦] 如果開放補打，打高端的人健康誰要負責？,/bbs/Gossiping/M.1666254223.A.F8E.html
YU0121,10/20,15,[問卦] 被開交通違規罰單 不能馬上繳？,/bbs/Gossiping/M.1666254299.A.2A7.html
liang691206,10/20,64,Re: [新聞] 被爆違規兼職科智企業 高虹安稱：當時資,/bbs/Gossiping/M.1666254369.A.6CB.html
li7915566,10/20,8,[問卦] 北京話憑什麼稱為國語？,/bbs/Gossiping/M.1666254574.A.073.html
uhbygv45,10/20,17,Re: [新聞] 三立民調／陳時中支持度28.8%超車成第一,/bbs/Gossiping/M.1666254586.A.9E7.html
sevenzgod,10/20,7,[問卦] 資策會跟農委會到底是什麼樣的單位,/bbs/Gossiping/M.1666254732.A.962.html
werqq,10/20,2,[問卦] 老實說外資很看好高端對吧？,/bbs/Gossiping/M.1666254825.A.3E7.html
CharleneTsai,10/20,99,[新聞] 5歲男童說：我前世是被燒死的女人！媽媽,/bbs/Gossiping/M.1666254927.A.E74.html
Arim,10/20,68,[問卦] 我就問，共軍怎麼登陸,/bbs/Gossiping/M.1666254999.A.FD3.html
Borges,10/20,15,Re: [新聞] 三立民調／陳時中支持度28.8%超車成第一,/bbs/Gossiping/M.1666255051.A.FF4.html
a12141623,10/20,9,[問卦] 月底繳不出卡費怎辦？,/bbs/Gossiping/M.1666255092.A.7E4.html
Toyosushij,10/20,7,[新聞] 好扯！汽車放停車場過夜 隔天4個車輪竟,/bbs/Gossiping/M.1666255140.A.BA0.html
Kimmy,10/20,1,[問卦]鄉民等紅燈時有遇過什麼奇葩事嗎？,/bbs/Gossiping/M.1666255166.A.720.html
hito0509,10/20,19,[新聞] 來了2輛小黃都要載她！運將搶客變互打　,/bbs/Gossiping/M.1666252546.A.4E2.html
kohanchen,10/20,2,[問卦] 有沒有某些英文無法用中文取代的八卦？,/bbs/Gossiping/M.1666252581.A.CC1.html
liang691206,10/20,1,Re: [問卦] 強制量體溫不算違憲嗎？,/bbs/Gossiping/M.1666252616.A.A52.html
Qoo2222,10/20,11,[問卦] 覺青如何看待台灣少子化問題???,/bbs/Gossiping/M.1666252689.A.718.html
what1026,10/20,8,[問卦] 阿高端怎麼沒有人出來講話了?,/bbs/Gossiping/M.1666252722.A.CCA.html
tga123,10/20,1,[問卦] 有沒有午餐吃牛排就是富二代的八卦？,/bbs/Gossiping/M.1666252924.A.886.html
alwang,10/20,31,"[新聞] 槍手""連開2槍""自戕 高大成:不可能自己連",/bbs/Gossiping/M.1666252951.A.A52.html
sinana,10/20,4,[問卦] 台北 萬國幫,/bbs/Gossiping/M.1666253049.A.3FC.html
jojomickey2,10/20,80,[問卦] 護航高端的網紅專家現在都去哪了?,/bbs/Gossiping/M.1666253104.A.A44.html
tenfu,10/20,3,[新聞] 與鍾東錦合體　柯文哲曝綠營計畫：好不容,/bbs/Gossiping/M.1666253157.A.C72.html
oopsskimo,10/20,10,[問卦] 5G會不會出現799之亂？,/bbs/Gossiping/M.1666253316.A.F71.html
agmoagmo,10/20,爆,Re: [新聞] 被爆違規兼職科智企業 高虹安稱：當時資,/bbs/Gossiping/M.1666253358.A.5C2.html
Siegfried921,10/20,X1,[新聞] 高端未獲WHO認證 王必勝：俄羅斯的也還,/bbs/Gossiping/M.1666253461.A.631.html
FL5566,10/20,6,[問卦] 30歲肥宅想找人好但醜的女生有機會嗎,/bbs/Gossiping/M.1666253591.A.186.html
as1885,10/20,2,[問卦] 下水道美人魚會找黑人翻拍嗎？,/bbs/Gossiping/M.1666253718.A.BD0.html
AsllaPiscu,10/20,15,[問卦] 用電鰻發電給音響能產生怎樣的音質,/bbs/Gossiping/M.1666250572.A.0B7.html
s973311,10/20,爆,[新聞] 張善政研究案涉抄襲？宏碁正式函覆農委會,/bbs/Gossiping/M.1666250610.A.DDB.html
RLAPH,10/20,13,[問卦] 老闆好像失智怎麼辦,/bbs/Gossiping/M.1666250640.A.6B6.html
L1ON,10/20,8,[問卦] 萬一中共武統時解放軍有人得肺炎？,/bbs/Gossiping/M.1666250816.A.55F.html
sk050607,10/20,17,[問卦] 感覺現在好多女同事文？,/bbs/Gossiping/M.1666251056.A.C32.html
ICRO,10/20,39,Re: [新聞] 張善政研究案涉抄襲？宏碁正式函覆農委會,/bbs/Gossiping/M.1666251287.A.1A1.html
a19951218,10/20,9,[問卦] 114失火？,/bbs/Gossiping/M.1666251295.A.8EC.html
callhek,10/20,14,[問卦] 買機車行車記錄器了 要怎麼檢舉好？,/bbs/Gossiping/M.1666251621.A.08A.html
maplehao,10/20,1,[問卦] 在運動時故意不呼吸算是無氧運動嗎？,/bbs/Gossiping/M.1666251623.A.D24.html
lovetina,10/20,X1,Re: [新聞] 獨家｜父亡母失聯!19歲女大生打工養自己,/bbs/Gossiping/M.1666251704.A.914.html
yi0116,10/20,23,[問卦] cremia冰淇淋150元大排長龍的卦,/bbs/Gossiping/M.1666251782.A.777.html
teramars,10/20,19,[問卦] 有沒有台南的五十嵐很多沒有的八卦？,/bbs/Gossiping/M.1666251806.A.798.html
liang691206,10/20,18,[問卦] 八卦要開始支持黑金了嗎,/bbs/Gossiping/M.1666252026.A.4FC.html
sk279979,10/20,7,[問卦] 台式泡菜派還是韓式泡菜派！？,/bbs/Gossiping/M.1666252103.A.FA7.html
bankingpaul,10/20,爆,[新聞] 民調反超蔣萬安？　陳時中感謝市民死忠,/bbs/Gossiping/M.1666252107.A.2AD.html
a91153456,10/20,4,[問卦] 可可夜總會的祖母 離開了 QQ,/bbs/Gossiping/M.1666252113.A.C4A.html
parkinque,10/20,16,[問卦] 有沒有「我媽是女的」八卦？？？,/bbs/Gossiping/M.1666252227.A.57E.html
s820912gmail,10/20,5,[問卦] 你各位蓮蓬頭多久換一次？,/bbs/Gossiping/M.1666252272.A.ECC.html
sheepxo,10/20,24,[新聞] 「我死了一千次」　第一個被鑄在美國硬,/bbs/Gossiping/M.1666249648.A.B7F.html
wen9008,10/20,5,Re: [問卦] 日幣快跌破150了~~~,/bbs/Gossiping/M.1666249650.A.451.html
studios,10/20,X1,都沒有人記得這個掛嗎？,/bbs/Gossiping/M.1666249760.A.6D8.html
HTC92,10/20,12,[問卦] 女同事來例假了,/bbs/Gossiping/M.1666249903.A.5DA.html
palindromes,10/20,82,[爆卦] 烏克蘭軍方收到捐贈的大疆無人機,/bbs/Gossiping/M.1666250024.A.67E.html
Qoofate,10/20,5,[問卦] 幾歲應該不玩遊戲了?,/bbs/Gossiping/M.1666250164.A.1EC.html
soma,10/20,5,Re: [新聞] 被問座車闖紅燈「您不在車上？」　陳時中,/bbs/Gossiping/M.1666250174.A.1BD.html
bluebluelan,10/20,13,[問卦] 鄭成功原來是日本人喔,/bbs/Gossiping/M.1666250188.A.2DA.html
HTC92,10/20,7,[新聞] 民眾報案車禍竊盜都不理...丟抽屜擺爛418,/bbs/Gossiping/M.1666250322.A.315.html
kuangjc5566,10/20,10,[新聞] Meta飄台味 陳鵬仁為愛翻譯人工智慧上場,/bbs/Gossiping/M.1666250351.A.BA6.html
DCSHK,10/20,2,Re: [新聞] 高端採購價一劑754元？　指揮中心：數字,/bbs/Gossiping/M.1666250352.A.C6C.html
renna038766,10/20,2,[問卦] 有沒有日本Pink Salon的八卦？,/bbs/Gossiping/M.1666250437.A.EE4.html
sweat992001,10/20,13,[新聞] EUA若廢止「打過高端恐不算數」？　王必,/bbs/Gossiping/M.1666250474.A.447.html
jatyleon1015,10/20,90,[新聞] 駁斥勘災時分局長「黏緊緊」 陳時中：指,/bbs/Gossiping/M.1666250503.A.B0B.html
Ho1liday,10/20,13,[新聞] 喊「領養代替購買」被寵物業者洗臉！陳時,/bbs/Gossiping/M.1666250525.A.EB6.html
Yan963,10/20,26,[問卦] 水很深的英文怎麼說？,/bbs/Gossiping/M.1666250560.A.906.html
meblessme,10/20,5,Re: [問卦] 明明前幾年領養代替購買還很潮 怎麼變了?,/bbs/Gossiping/M.1666248403.A.3C4.html
yuan55226,10/20,2,[問卦] 如果肥宅沒了後代，去養小鬼或古曼童,/bbs/Gossiping/M.1666248688.A.23E.html
vancepeng,10/20,10,Re: [新聞] 高虹安出示穿科智制服替總統導覽照 打臉,/bbs/Gossiping/M.1666248740.A.C38.html
f77928,10/20,5,[問卦] 這種內裡外套現在還流行嗎？,/bbs/Gossiping/M.1666248745.A.F40.html
Ximcra,10/20,4,Re: [新聞] 被問座車闖紅燈「您不在車上？」　陳時中,/bbs/Gossiping/M.1666248770.A.38A.html
lolahjy,10/20,8,[新聞] 不想補打！高端戰士想出國別灰心　「10,/bbs/Gossiping/M.1666248791.A.E70.html
GTOyoko5566,10/20,13,[問卦] 三層華堡套餐好吃但是好貴喔,/bbs/Gossiping/M.1666248868.A.D22.html
Yan963,10/20,3,Re: [問卦] 為啥很少小資男的厲志故事,/bbs/Gossiping/M.1666248883.A.B54.html
turndown4wat,10/20,9,[問卦] 玖壹壹跟茄子蛋誰才是台語歌扛壩子?,/bbs/Gossiping/M.1666248918.A.4D8.html
Defence24,10/20,4,[問卦] 求婚失敗怎麼辦,/bbs/Gossiping/M.1666249084.A.064.html
ak47box,10/20,爆,[新聞] 保護效益報告「品質不好」！高端恐失EUA,/bbs/Gossiping/M.1666249097.A.460.html
tuboshu,10/20,3,[問卦] 所以之前鎮瀾宮然後呢？,/bbs/Gossiping/M.1666249105.A.84E.html
tzujan,10/20,58,[問卦] 我負責 但我不知道  出社會這樣說會怎樣,/bbs/Gossiping/M.1666249296.A.207.html
lovekimbum,10/20,15,Re: [新聞] 獨家｜父亡母失聯!19歲女大生打工養自己,/bbs/Gossiping/M.1666249460.A.FA7.html
FoRTuNaTeR,10/20,42,[新聞]高雄女闖紅燈 女騎士遭撞飛「空中轉一圈」,/bbs/Gossiping/M.1666249496.A.3AE.html
